cruise_number,operation_number,operation_uuid,cruise_investigator,tow_timestamp,tow_latitude,tow_longitude,avg_bottom_depth_m,avg_surface_temp_c,avg_gear_depth_m,pred_sci_name,pred_com_name,predator_length_cm,predator_weight_kg,predator_visual_maturity,predator_age,stomach_uuid,prey_category_long,prey_category_short_low,prey_category_short_high,collection_type,content_wt_g,content_vol_ml,volume_method
200903,29,87e2612b-d2b1-4620-8230-2be6603f0ce6,NWFSC - FEAT,2009-07-11,40.5238,-124.6909,404,12.23,324,Merluccius productus,Pacific hake,41,0.44,Spent,4,7f566701-c4c3-4915-8c5e-b55e3b4abae3,"Squids, unidentified",CEPH,SQUID,formalin sample,2.25,2.3,2
200903,29,87e2612b-d2b1-4620-8230-2be6603f0ce6,NWFSC - FEAT,2009-07-11,40.5238,-124.6909,404,12.23,324,Merluccius productus,Pacific hake,41,0.44,Spent,4,f75e1232-08f2-48f7-b81f-10c19d784eef,Myctophidae,FISH,MYCT,formalin sample,3.36,3.4,2
200903,29,87e2612b-d2b1-4620-8230-2be6603f0ce6,NWFSC - FEAT,2009-07-11,40.5238,-124.6909,404,12.23,324,Merluccius productus,Pacific hake,42,0.44,Spent,4,a678eea6-1e40-457f-ad2c-f4820bffa462,Myctophidae,FISH,MYCT,formalin sample,3.75,3.8,2
200903,29,87e2612b-d2b1-4620-8230-2be6603f0ce6,NWFSC - FEAT,2009-07-11,40.5238,-124.6909,404,12.23,324,Merluccius productus,Pacific hake,43,0.46,Spent,4,22281821-0112-40eb-9f8e-061b400d207f,Empty stomachs,EMP,EMP,formalin sample,,,
200903,29,87e2612b-d2b1-4620-8230-2be6603f0ce6,NWFSC - FEAT,2009-07-11,40.5238,-124.6909,404,12.23,324,Merluccius productus,Pacific hake,43,0.46,Spent,4,a434bfc0-9625-4868-b621-9eb59d91c3b1,Empty stomachs,EMP,EMP,formalin sample,,,
200903,29,87e2612b-d2b1-4620-8230-2be6603f0ce6,NWFSC - FEAT,2009-07-11,40.5238,-124.6909,404,12.23,324,Merluccius productus,Pacific hake,44,0.52,Spent,4,baa8f154-7716-45fe-bf18-f6445a69b1b4,Empty stomachs,EMP,EMP,formalin sample,,,
200903,29,87e2612b-d2b1-4620-8230-2be6603f0ce6,NWFSC - FEAT,2009-07-11,40.5238,-124.6909,404,12.23,324,Merluccius productus,Pacific hake,46,0.56,Spent,10,fc5aaeb5-7829-4684-baa3-d31f076937ac,Empty stomachs,EMP,EMP,formalin sample,,,
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,36,0.28,Spent,3,0626fcff-7f1f-4d7f-9dab-d53939b54909,"Shrimps, undentified",SHRIMP,SHRIMP,formalin sample,0.32,0.4,2
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,37,0.3,Spent,3,4211785d-53cf-4c3e-890c-a0cd71f77043,"Shrimps, undentified",SHRIMP,SHRIMP,formalin sample,0.2,0.2,2
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,38,0.3,Spent,3,24b77a06-2a6f-4eec-b0e6-ef7a31145733,Caridean shrimps,SHRIMP,SHRIMP C,formalin sample,0.41,0.3,2
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,38,0.3,Spent,3,24b77a06-2a6f-4eec-b0e6-ef7a31145733,"Shrimps, undentified",SHRIMP,SHRIMP,formalin sample,0.31,0.3,2
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,39,0.38,Spent,3,5698eaf4-d30f-430a-8d16-836461393092,Myctophidae,FISH,MYCT,formalin sample,3.6,3.5,2
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,40,0.36,Spent,4,97b23250-dcb0-402e-8f9b-72ac67cb31e4,Empty stomachs,EMP,EMP,formalin sample,,,
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,40,0.42,Spent,4,c3b6997a-a13e-4d73-9705-16b27b02bf1e,Empty stomachs,EMP,EMP,formalin sample,,,
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,41,0.36,Spent,4,66e6bc0a-9ad0-472d-8f82-200c7c09dfa1,Euphausiids,EUPH,EUPH,formalin sample,0.01,,
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,41,0.38,Spent,4,540644b0-6b1c-4951-8249-b99fc0aa227a,Empty stomachs,EMP,EMP,formalin sample,,,
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,42,0.4,Spent,4,3b0ba565-a4c4-4a73-b5b3-8f7f9bf0ab2f,Euphausiids,EUPH,EUPH,formalin sample,0.19,0.2,2
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,42,0.46,Spent,3,54858d85-632d-4760-87a1-b095ea0596d0,Myctophidae,FISH,MYCT,formalin sample,4.21,4.5,2
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,42,0.48,Spent,4,d85ac381-5284-4327-b975-b90fefe2c503,Empty stomachs,EMP,EMP,formalin sample,,,
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,43,0.46,Spent,4,b3dcdb21-96cf-445e-9d7f-dea58aecf6f6,Euphausiids,EUPH,EUPH,formalin sample,0.11,0.1,2
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,43,0.48,Spent,4,1d1a9b96-7fb6-49d8-923a-aa9c87219420,"Shrimps, undentified",SHRIMP,SHRIMP,formalin sample,0.8,0.7,2
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,44,0.46,Inactive,4,e46dd174-d522-4b24-9016-a307dec2c01b,"Shrimps, undentified",SHRIMP,SHRIMP,formalin sample,0.51,0.6,2
200903,33,17e2d835-0625-4651-a426-e225b8e61dfb,NWFSC - FEAT,2009-07-16,41.0417,-124.4177,402,11.69,271,Merluccius productus,Pacific hake,44,0.52,Spawning,5,f4aed8cb-d6c4-4550-bc21-3662d51ef6f5,Euphausiids,EUPH,EUPH,formalin sample,0.21,0.2,2
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,36,0.3,Inactive,3,a83da263-0e9b-468a-9936-4e1e2d38b3cf,Empty stomachs,EMP,EMP,formalin sample,,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,37,0.3,Spent,3,4c23ebae-31f7-4b26-840d-c9f4ac31886e,Empty stomachs,EMP,EMP,formalin sample,,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,39,0.36,Spent,3,e819237b-661e-4062-a8fd-641117181976,"Cephalopods, unidentified",CEPH,CEPH,formalin sample,0.01,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,39,0.36,Spent,3,e819237b-661e-4062-a8fd-641117181976,Other and unidentified teleosts,FISH,TELE,formalin sample,,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,39,0.36,Spent,3,e819237b-661e-4062-a8fd-641117181976,"Shrimps, undentified",SHRIMP,SHRIMP,formalin sample,0.17,0.2,2
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,39,0.36,Spent,4,608ce6ca-f877-4ce5-9078-b616153910a0,Empty stomachs,EMP,EMP,formalin sample,,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,39,0.38,Spent,4,522813cf-ba7a-4eb5-96f0-40f1086d2506,Empty stomachs,EMP,EMP,formalin sample,,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,39,0.4,Spent,4,c4695646-72cd-4d66-bd08-7b6aa75a8288,Empty stomachs,EMP,EMP,formalin sample,,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,39,0.42,Spent,4,b1c1918e-7fb3-42a8-94d9-6479c683009d,"Cephalopods, unidentified",CEPH,CEPH,formalin sample,1.36,1.3,2
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,40,0.38,Spent,4,1d3ffe26-96f6-4535-a69d-85f57f69bbb3,"Cephalopods, unidentified",CEPH,CEPH,formalin sample,2.48,2.5,2
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,40,0.4,Spawning,4,7b7d4975-3934-4b6e-a913-eae11dfe26c4,Empty stomachs,EMP,EMP,formalin sample,,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,41,0.42,Spent,4,64fbd02a-668f-4121-989f-95b4dd2e934f,Empty stomachs,EMP,EMP,formalin sample,,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,41,0.44,Spent,4,9a91b928-fe0e-4b45-82d8-7690c28352f8,Empty stomachs,EMP,EMP,formalin sample,,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,42,0.44,Spent,3,ba23a59b-0692-44b9-a863-b0571b44bc5a,"Cephalopods, unidentified",CEPH,CEPH,formalin sample,0.05,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,42,0.44,Spent,3,ba23a59b-0692-44b9-a863-b0571b44bc5a,"Shrimps, undentified",SHRIMP,SHRIMP,formalin sample,0.31,0.4,2
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,43,0.46,Spent,4,67aad977-ed32-42e8-bb99-50ec2c63cbd5,Unknown,UNK,UNK,formalin sample,0.01,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,44,0.48,Spent,4,f7b9001a-b65f-42b4-931c-7b27e55d3b32,Empty stomachs,EMP,EMP,formalin sample,,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,45,0.62,Spent,9,1a83a9e5-c36e-4ada-a000-3b0bddb625ad,Empty stomachs,EMP,EMP,formalin sample,,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,49,0.7,Spent,10,f8ea6b78-1809-41b8-accb-1245d3dca170,Empty stomachs,EMP,EMP,formalin sample,,,
200903,37,13d3fe1c-d196-4d9a-98aa-ffabbee1540b,NWFSC - FEAT,2009-07-18,41.7083,-124.5419,468,9.66,443,Merluccius productus,Pacific hake,50,0.66,Spent,10,143925ef-2cf8-45ef-b65e-76485f061d92,Empty stomachs,EMP,EMP,formalin sample,,,
200903,38,4415dc20-a8e1-4d20-8f5e-eaec6b269ce4,NWFSC - FEAT,2009-07-18,41.8774,-124.5391,339,9.65,291,Merluccius productus,Pacific hake,35,0.24,Spent,3,ba68e657-a9ce-4133-879c-3e98f15daa9d,Empty stomachs,EMP,EMP,formalin sample,,,
200903,38,4415dc20-a8e1-4d20-8f5e-eaec6b269ce4,NWFSC - FEAT,2009-07-18,41.8774,-124.5391,339,9.65,291,Merluccius productus,Pacific hake,38,0.28,Spent,4,7b4ce214-dbcb-46d2-8deb-d8b8fec776a9,Euphausiids,EUPH,EUPH,formalin sample,0.3,0.2,2
200903,38,4415dc20-a8e1-4d20-8f5e-eaec6b269ce4,NWFSC - FEAT,2009-07-18,41.8774,-124.5391,339,9.65,291,Merluccius productus,Pacific hake,38,0.3,Spent,3,bbbe6a95-fa49-45b1-9b33-daeaebf4f3f8,Unknown,UNK,UNK,formalin sample,0.01,,
200903,38,4415dc20-a8e1-4d20-8f5e-eaec6b269ce4,NWFSC - FEAT,2009-07-18,41.8774,-124.5391,339,9.65,291,Merluccius productus,Pacific hake,39,0.32,Spent,3,2e1dc99b-aac6-4d66-b0f9-f5aab5af058e,Empty stomachs,EMP,EMP,formalin sample,,,
200903,38,4415dc20-a8e1-4d20-8f5e-eaec6b269ce4,NWFSC - FEAT,2009-07-18,41.8774,-124.5391,339,9.65,291,Merluccius productus,Pacific hake,39,0.36,Spent,3,4aa0e56f-31ee-4bcd-b776-c642633fa478,Empty stomachs,EMP,EMP,formalin sample,,,
200903,38,4415dc20-a8e1-4d20-8f5e-eaec6b269ce4,NWFSC - FEAT,2009-07-18,41.8774,-124.5391,339,9.65,291,Merluccius productus,Pacific hake,40,0.38,Spent,4,e73e0f10-146c-4620-b4d8-2ac69ba7095e,Unknown,UNK,UNK,formalin sample,0.01,,
200903,38,4415dc20-a8e1-4d20-8f5e-eaec6b269ce4,NWFSC - FEAT,2009-07-18,41.8774,-124.5391,339,9.65,291,Merluccius productus,Pacific hake,41,0.36,Spent,4,6cc7ba61-f09d-467b-97a9-b7cf30b8875d,Euphausiids,EUPH,EUPH,formalin sample,0.46,0.5,2
200903,38,4415dc20-a8e1-4d20-8f5e-eaec6b269ce4,NWFSC - FEAT,2009-07-18,41.8774,-124.5391,339,9.65,291,Merluccius productus,Pacific hake,41,0.44,Spent,4,dc300f91-7527-4f82-bc45-2edd82a04ab1,Empty stomachs,EMP,EMP,formalin sample,,,
200903,38,4415dc20-a8e1-4d20-8f5e-eaec6b269ce4,NWFSC - FEAT,2009-07-18,41.8774,-124.5391,339,9.65,291,Merluccius productus,Pacific hake,43,0.46,Spent,4,a9406a65-1e3e-4108-b3f9-07bfbe22c6bf,Empty stomachs,EMP,EMP,formalin sample,,,
200903,38,4415dc20-a8e1-4d20-8f5e-eaec6b269ce4,NWFSC - FEAT,2009-07-18,41.8774,-124.5391,339,9.65,291,Merluccius productus,Pacific hake,49,0.64,Spent,6,868c4761-badf-455e-92e7-014c0bb74633,Empty stomachs,EMP,EMP,formalin sample,,,
200903,39,b02a93a9-6549-4663-b073-e00c39e331e2,NWFSC - FEAT,2009-07-20,42.7018,-124.726,260,9.03,193,Merluccius productus,Pacific hake,36,0.3,Inactive,3,995f3713-eb7d-47db-a2ca-fb9765161a5d,Empty stomachs,EMP,EMP,formalin sample,,,
200903,39,b02a93a9-6549-4663-b073-e00c39e331e2,NWFSC - FEAT,2009-07-20,42.7018,-124.726,260,9.03,193,Merluccius productus,Pacific hake,36,0.3,Inactive,3,ae3ad352-881a-4658-a22c-157f672d9a53,Unknown,UNK,UNK,formalin sample,0.01,,
200903,39,b02a93a9-6549-4663-b073-e00c39e331e2,NWFSC - FEAT,2009-07-20,42.7018,-124.726,260,9.03,193,Merluccius productus,Pacific hake,36,0.3,Spent,3,820fea16-1ea9-4ad3-9e74-944d3c2d0a30,Unknown,UNK,UNK,formalin sample,0.01,,
200903,39,b02a93a9-6549-4663-b073-e00c39e331e2,NWFSC - FEAT,2009-07-20,42.7018,-124.726,260,9.03,193,Merluccius productus,Pacific hake,37,0.3,Spent,3,d0485f69-132d-48ea-b3e8-307df88880fd,Euphausiids,EUPH,EUPH,formalin sample,0.12,0.2,2
200903,39,b02a93a9-6549-4663-b073-e00c39e331e2,NWFSC - FEAT,2009-07-20,42.7018,-124.726,260,9.03,193,Merluccius productus,Pacific hake,37,0.3,Spent,3,e125eb1c-66c9-4c88-8abb-48cc211ed570,Empty stomachs,EMP,EMP,formalin sample,,,
200903,39,b02a93a9-6549-4663-b073-e00c39e331e2,NWFSC - FEAT,2009-07-20,42.7018,-124.726,260,9.03,193,Merluccius productus,Pacific hake,38,0.36,Spent,3,a2da1339-61e7-4931-a1f7-f8cf5b1e5f05,Euphausiids,EUPH,EUPH,formalin sample,0.01,,
200903,39,b02a93a9-6549-4663-b073-e00c39e331e2,NWFSC - FEAT,2009-07-20,42.7018,-124.726,260,9.03,193,Merluccius productus,Pacific hake,38,0.36,Spent,4,e4763869-efbe-471f-95e0-aaffff2d03a2,Unknown,UNK,UNK,formalin sample,0.01,,
200903,39,b02a93a9-6549-4663-b073-e00c39e331e2,NWFSC - FEAT,2009-07-20,42.7018,-124.726,260,9.03,193,Merluccius productus,Pacific hake,39,0.36,Spent,4,99d11d9a-8c4c-4092-bd72-1fc972945e1b,Empty stomachs,EMP,EMP,formalin sample,,,
200903,39,b02a93a9-6549-4663-b073-e00c39e331e2,NWFSC - FEAT,2009-07-20,42.7018,-124.726,260,9.03,193,Merluccius productus,Pacific hake,41,0.36,Spent,3,86e2241b-e76e-45ea-93c0-5f1e8eff6625,Euphausiids,EUPH,EUPH,formalin sample,0.11,,
200903,39,b02a93a9-6549-4663-b073-e00c39e331e2,NWFSC - FEAT,2009-07-20,42.7018,-124.726,260,9.03,193,Merluccius productus,Pacific hake,41,0.4,Spent,4,3bedb2d0-a471-44b4-b5b6-68b26fcc4a98,Empty stomachs,EMP,EMP,formalin sample,,,
200903,39,b02a93a9-6549-4663-b073-e00c39e331e2,NWFSC - FEAT,2009-07-20,42.7018,-124.726,260,9.03,193,Merluccius productus,Pacific hake,41,0.4,Spent,4,e4f0f099-c71a-405e-991c-90051f10767d,Empty stomachs,EMP,EMP,formalin sample,,,
200903,39,b02a93a9-6549-4663-b073-e00c39e331e2,NWFSC - FEAT,2009-07-20,42.7018,-124.726,260,9.03,193,Merluccius productus,Pacific hake,44,0.5,Spent,4,e7814cbd-5b09-46e7-a4c6-a0e56c840e52,Euphausiids,EUPH,EUPH,formalin sample,0.02,,
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,18,0.04,Immature,1,aa58f6c3-439d-4d7d-a621-af2fe7c69f28,Euphausiids,EUPH,EUPH,formalin sample,0.37,0.3,2
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,21,0.06,Immature,1,f8d34d57-0913-40f1-b068-37b7bb20e81c,Euphausiids,EUPH,EUPH,formalin sample,1.21,1.1,2
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,35,0.26,Developing,3,7f58c187-39be-4576-a030-9aa80483392a,Empty stomachs,EMP,EMP,formalin sample,,,
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,35,0.26,Inactive,3,391abe5c-9566-40ad-ad69-93827ab4ed34,Empty stomachs,EMP,EMP,formalin sample,,,
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,36,0.3,Spent,3,587eb714-66d1-4c99-9d65-50bc8aa1dda8,Euphausiids,EUPH,EUPH,formalin sample,0.64,0.6,2
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,37,0.3,Spent,3,ce162e4a-a707-42e3-b6a0-0da1eb46d9f5,Euphausiids,EUPH,EUPH,formalin sample,0.56,0.6,2
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,37,0.36,Inactive,3,c1b23d65-be4a-4406-9b8c-42ecaf9de1be,Empty stomachs,EMP,EMP,formalin sample,,,
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,38,0.4,Spent,4,5a74b711-7561-435d-bd3f-3fbeffd5a30f,Euphausiids,EUPH,EUPH,formalin sample,4.05,4.1,2
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,39,0.38,Spent,3,e6f32ba0-1978-43ea-86ce-f35f5c8e9c18,Empty stomachs,EMP,EMP,formalin sample,,,
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,39,0.38,Spent,4,f4220463-3e5e-49b1-a331-88b2e5661ef2,Euphausiids,EUPH,EUPH,formalin sample,0.8,1,2
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,40,0.4,Spent,4,f44ead7a-996d-4b5d-83c2-696379de0763,Empty stomachs,EMP,EMP,formalin sample,,,
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,40,0.42,Spent,4,37f34d46-f400-4ebb-9b55-cd94a5055ece,Empty stomachs,EMP,EMP,formalin sample,,,
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,41,0.4,Spent,4,73f2983c-91f3-4695-9d11-1c1ec9c2097e,Unknown,UNK,UNK,formalin sample,0.01,,
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,42,0.44,Spent,4,70ee0a5f-fc26-4d95-a8f5-d52519ea5924,Euphausiids,EUPH,EUPH,formalin sample,0.08,0.05,2
200903,44,94f6c930-6ccc-4b9d-8734-ca37cf65dab2,NWFSC - FEAT,2009-07-21,42.3769,-124.7495,388,9.11,275,Merluccius productus,Pacific hake,45,0.56,Inactive,10,216b7c4e-2f18-4df9-bed9-315b1c65463e,Euphausiids,EUPH,EUPH,formalin sample,0.37,0.4,2
200903,45,1ba97b40-8880-433a-b05c-077de5841d88,NWFSC - FEAT,2009-07-21,42.5383,-124.763,319,9.19,296,Merluccius productus,Pacific hake,37,0.36,Spent,4,c69c5324-560b-4918-9317-14b11c085b3f,Euphausiids,EUPH,EUPH,formalin sample,0.13,0.2,2
200903,45,1ba97b40-8880-433a-b05c-077de5841d88,NWFSC - FEAT,2009-07-21,42.5383,-124.763,319,9.19,296,Merluccius productus,Pacific hake,38,0.38,Spent,3,92c746f3-f57c-4562-9f4a-615a944309f3,Myctophidae,FISH,MYCT,formalin sample,0.89,0.9,2
200903,45,1ba97b40-8880-433a-b05c-077de5841d88,NWFSC - FEAT,2009-07-21,42.5383,-124.763,319,9.19,296,Merluccius productus,Pacific hake,38,0.38,Spent,4,77980614-a2fa-4ca8-a19e-cb714f6d37d9,Empty stomachs,EMP,EMP,formalin sample,,,
200903,45,1ba97b40-8880-433a-b05c-077de5841d88,NWFSC - FEAT,2009-07-21,42.5383,-124.763,319,9.19,296,Merluccius productus,Pacific hake,39,0.34,Spent,3,fefea489-7086-49b7-a76c-4cd26375bcf7,Other and unidentified teleosts,FISH,TELE,formalin sample,0.01,,
200903,45,1ba97b40-8880-433a-b05c-077de5841d88,NWFSC - FEAT,2009-07-21,42.5383,-124.763,319,9.19,296,Merluccius productus,Pacific hake,39,0.34,Spent,3,fefea489-7086-49b7-a76c-4cd26375bcf7,"Squids, unidentified",CEPH,SQUID,formalin sample,1.44,1.5,2
200903,45,1ba97b40-8880-433a-b05c-077de5841d88,NWFSC - FEAT,2009-07-21,42.5383,-124.763,319,9.19,296,Merluccius productus,Pacific hake,39,0.4,Spent,3,42f06a32-b952-4715-a844-4908dffe37d7,Unknown,UNK,UNK,formalin sample,0.01,,
200903,45,1ba97b40-8880-433a-b05c-077de5841d88,NWFSC - FEAT,2009-07-21,42.5383,-124.763,319,9.19,296,Merluccius productus,Pacific hake,40,0.4,Spent,4,b0978da1-6b94-4670-a6bf-122bf654debb,Other and unidentified teleosts,FISH,TELE,formalin sample,0.74,0.8,2
200903,45,1ba97b40-8880-433a-b05c-077de5841d88,NWFSC - FEAT,2009-07-21,42.5383,-124.763,319,9.19,296,Merluccius productus,Pacific hake,40,0.4,Spent,4,b0978da1-6b94-4670-a6bf-122bf654debb,"Shrimps, undentified",SHRIMP,SHRIMP,formalin sample,0.09,0.1,2
200903,45,1ba97b40-8880-433a-b05c-077de5841d88,NWFSC - FEAT,2009-07-21,42.5383,-124.763,319,9.19,296,Merluccius productus,Pacific hake,40,0.42,Spent,4,1e1b790a-e801-4d04-8d0c-aac4cbea41b0,Empty stomachs,EMP,EMP,formalin sample,,,
200903,45,1ba97b40-8880-433a-b05c-077de5841d88,NWFSC - FEAT,2009-07-21,42.5383,-124.763,319,9.19,296,Merluccius productus,Pacific hake,41,0.4,Spent,4,934009cf-77ce-416f-a1ae-2abc7529d13f,"Shrimps, undentified",SHRIMP,SHRIMP,formalin sample,0.59,0.5,2
